,Timestamp,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
508,25/11/2020 09:35:28,33,Male,Nürnberg,Software Engineer,9.0,9.0,Senior,Javascript / Typescript,"Python, Java / Scala, SQL, Azure, Docker",60000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
509,25/11/2020 09:40:44,36,Female,Berlin,DevOps,1.0,3.0,Middle,java,"Kubernetes, Docker",60000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
510,25/11/2020 09:44:24,27,Female,Munich,Mobile Developer,1.0,1.0,Junior,"Kotlin, Java","Kotlin, Java / Scala",50000.0,27.0,full-time,Unlimited contract,English,11-50,Startup,No
511,25/11/2020 09:45:51,33,Male,Berlin,Software Engineer,12.0,5.0,Lead,Go,"Go, AWS, Docker",120000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
512,25/11/2020 09:49:36,33,Male,Berlin,Data Analyst,2.0,2.0,Middle,SQL,Python,62000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
513,25/11/2020 09:56:50,40,Male,Berlin,QA Engineer,11.0,11.0,Senior,Python,"Python, Java / Scala",60000.0,28.0,full-time,Unlimited contract,German,101-1000,Product,No
515,25/11/2020 10:15:25,40,Male,Bodensee,Product Manager,17.0,9.0,Lead,Linux Kernel,C/C++,81000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No
518,25/11/2020 10:33:07,39,Male,Berlin,Data Scientist,7.0,4.0,Senior,several,"Python, SQL, AWS, Docker, unix shell scripts",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
519,25/11/2020 10:35:44,25,Male,Berlin,Software Engineer,6.0,2.0,Middle,Java,"Python, Java / Scala, Go, AWS, Kubernetes, Docker",63700.0,29.0,full-time,Unlimited contract,English,1000+,e-commerce,No
520,25/11/2020 10:37:36,27,Male,Berlin,Software Engineer,4.0,1.0,Middle,C#,"Javascript / Typescript, .NET, Azure, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
522,25/11/2020 10:44:20,28,Male,Berlin,Data Scientist,4.0,4.0,Middle,Python ,"Java / Scala, R, SQL, Docker, Julia ",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
523,25/11/2020 10:50:19,36,Female,Munich,Frontend Developer,10.0,3.0,Middle,javascript,Javascript / Typescript,48000.0,30.0,part-time,Unlimited contract,German,101-1000,Product,No
524,25/11/2020 10:53:48,29,Female,Berlin,Software Developer in Test,9.0,4.0,Lead,Java,"Javascript / Typescript, SQL, Docker",66000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No
526,25/11/2020 10:55:15,34,Male,Berlin,Mobile Developer,10.0,0.5,Senior,Android/Kotlin,"Kotlin, Java / Scala",70000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
528,25/11/2020 10:58:00,39,Male,Munich,Software Architect,20.0,12.0,Lead,embedded,"C/C++, Clojure, Assembly",122000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
531,25/11/2020 11:07:02,32,Male,Berlin,Software Engineer,6.0,0.0,Middle,PHP,"Python, PHP, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",58000.0,30.0,full-time,Temporary contract,German,1000+,Product,Yes
532,25/11/2020 11:08:17,37,Male,Berlin,QA Engineer,6.0,6.0,Middle,Java/Groovy,"AWS, Docker",69200.0,28.0,full-time,Unlimited contract,English,101-1000,SaaS,No
533,25/11/2020 11:11:06,32,Male,Munich,Software Engineer,7.0,1.0,Senior,Python ,"Python, Javascript / Typescript, SQL, Docker",72000.0,29.0,full-time,Unlimited contract,English,11-50,Startup,No
535,25/11/2020 11:15:53,35,Male,Munich,Software Engineer,16.0,8.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",84000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
536,25/11/2020 11:18:27,26,Male,Berlin,Data Scientist,5.0,3.0,Middle,Python ,"SQL, AWS, Kubernetes, Docker",59000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
537,25/11/2020 11:18:46,32,Male,Berlin,Frontend Developer,7.0,1.0,Middle,Typescript,"Java / Scala, Kubernetes, Docker",68000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
539,25/11/2020 11:21:08,36,Male,Berlin,Software Engineer,10.0,10.0,Senior,typescript,"Javascript / Typescript, .NET, Azure",88000.0,28.0,full-time,Unlimited contract,German,1000+,Product,No
541,25/11/2020 11:24:14,28,Male,Berlin,Data Engineer,5.0,1.0,Middle,Scala,Java / Scala,65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
542,25/11/2020 11:29:28,36,Male,Berlin,Data Scientist,5.0,5.0,Middle,python,"Python, SQL, AWS, Google Cloud",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
543,25/11/2020 11:30:04,40,Male,Munich,Software Engineer,18.0,18.0,Senior,java,"AWS, Docker",160000.0,15.0,freelancer,Temporary contract,German,up to 10,Consulting / Agency,No
544,25/11/2020 11:37:31,29,Male,Milan,Data Scientist,4.0,0.0,Middle,Python + SQL,"Python, SQL, Spark",37500.0,16.0,full-time,Unlimited contract,Italian,101-1000,Consulting / Agency,No
545,25/11/2020 11:39:11,32,Male,Berlin,Software Engineer,10.0,5.0,Middle,javascript,"Javascript / Typescript, SQL, AWS, Docker",65000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No
546,25/11/2020 11:41:13,28,Male,Munich,Software Engineer,5.0,4.0,Middle,Java,"Javascript / Typescript, Java / Scala, AWS, Docker",56000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
547,25/11/2020 11:42:08,27,Male,Berlin,DevOps,7.0,3.5,Senior,Go,"Python, PHP, AWS, Google Cloud, Kubernetes, Docker",80000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
548,25/11/2020 11:47:34,33,Male,Berlin,Software Engineer,16.0,5.0,Senior,Java,"Python, Kotlin, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",83000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
549,25/11/2020 11:48:54,34,Male,Munich,QA Engineer,5.0,2.0,Senior,Java,"Kotlin, Swift",76500.0,3.0,full-time,Unlimited contract,English,1000+,Product,No
550,25/11/2020 11:49:21,31,Male,Berlin,Frontend Developer,8.0,3.5,Senior,Typescript,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
551,25/11/2020 11:51:49,31,Male,Munich,Frontend Developer,8.0,3.0,Senior,"Typescript, Web apps",Javascript / Typescript,79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
552,25/11/2020 11:54:11,31,Male,Berlin,Data Scientist,5.0,3.0,Middle,Python,"Python, Java / Scala, SQL, AWS, Docker",90000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
553,25/11/2020 11:54:25,27,Male,Berlin,ML Engineer,6.0,1.0,Middle,Python,AWS,82000.0,28.0,full-time,Unlimited contract,English,1000+,Product,Yes
555,25/11/2020 11:57:58,29,Male,Berlin,Backend Developer,10.0,5.0,Senior,Scala,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",78000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
556,25/11/2020 12:01:50,39,Male,Berlin,Software Engineer,6.0,1.0,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",60000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
557,25/11/2020 12:04:41,35,Male,Berlin,Frontend Developer,10.0,3.0,Senior,JavaScript,Javascript / Typescript,75000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
558,25/11/2020 12:05:48,38,Male,Berlin,Tech Leader,24.0,1.0,Head,Java,"Kotlin, PHP, Swift, Javascript / Typescript, Java / Scala, Clojure, R, Rust, AWS, Google Cloud, Azure, Kubernetes, Docker",130000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes
559,25/11/2020 12:06:58,31,Male,Salzburg,Chief Research Officer,10.0,2.0,C-level executive manager,Python,"Python, C/C++, AWS, Kubernetes, Docker",115000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,No
560,25/11/2020 12:15:16,32,Male,Berlin,QA Engineer,7.0,3.5,Senior,Swift,Javascript / Typescript,65000.0,24.0,full-time,Temporary contract,English,51-100,Startup,No
561,25/11/2020 12:20:23,35,Male,Berlin,SRE,10.0,3.0,Senior,Terraform ,"Python, AWS, Kubernetes",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
562,25/11/2020 12:21:48,28,Male,Rome,ML Engineer,2.0,0.0,Middle,Java,"Python, C/C++",36000.0,36.0,full-time,Unlimited contract,English,1000+,Product,No
563,25/11/2020 12:23:50,30,Female,Berlin,Data Scientist,6.0,5.0,Senior,python,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
565,25/11/2020 12:29:33,26,Male,Berlin,Data Engineer,2.0,2.0,Middle,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",54000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
566,25/11/2020 12:41:42,25,Male,Berlin,Data Engineer,3.0,3.0,Senior,Scala,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",65000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
568,25/11/2020 12:44:24,27,Male,Berlin,DevOps,4.0,4.0,Middle,AWS,"Python, AWS, Docker",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
570,25/11/2020 13:02:51,22,Male,Berlin,Presales Engineer ,4.0,4.0,Middle,"Java, .Net",".NET, Java / Scala, SQL, Go, AWS, Docker",63000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
571,25/11/2020 13:03:32,37,Female,Berlin,Data Scientist,2.0,2.0,Middle,Python,"R, SQL, AWS",62000.0,30.0,full-time,Unlimited contract,German,101-1000,Publisher,No
572,25/11/2020 13:05:32,25,Male,Berlin,Data Scientist,1.0,0.5,Junior,"Python, statistics, SQL","Python, SQL, Google Cloud, Docker",51000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
573,25/11/2020 13:12:26,33,Male,Berlin,Backend Developer,11.0,4.0,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",154000.0,22.0,freelancer,Temporary contract,German,11-50,Startup,No
574,25/11/2020 13:16:43,38,Male,Berlin,Freelance AI lead / advisor,20.0,7.0,Head,C,"Python, C/C++, Docker",200000.0,0.0,freelancer,Temporary contract,English,up to 10,Consulting / Agency,Yes
578,25/11/2020 13:37:26,25,Male,Berlin,Software Engineer,5.0,1.0,Senior,Node.js,"Javascript / Typescript, Google Cloud, Kubernetes",57000.0,24.0,full-time,Temporary contract,English,up to 10,Consulting / Agency,No
579,25/11/2020 13:39:11,26,Female,Berlin,Data Scientist,4.0,1.0,Middle,"Sql, BQ, tableau, gtm, ga","Python, Javascript / Typescript, SQL",45000.0,25.0,full-time,Temporary contract,English,101-1000,Startup,Yes
580,25/11/2020 13:41:37,29,Male,Berlin,Frontend Developer,3.0,3.0,Middle,React ,Javascript / Typescript,43000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
582,25/11/2020 13:43:52,30,Male,Berlin,Frontend Developer,4.0,2.0,Senior,TypeScript,Javascript / Typescript,73000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
583,25/11/2020 13:45:22,30,Male,Berlin,Frontend Developer,11.0,5.0,Senior,Typescript,Java / Scala,74000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
585,25/11/2020 13:49:33,29,Male,Berlin,Frontend Developer,9.0,1.0,Senior,Javascript / Typescript,"Python, Javascript / Typescript, SQL, Perl, Docker",74000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
586,25/11/2020 13:50:55,32,Male,Cologne,DevOps,10.0,1.0,Middle,Bash,"Python, Google Cloud",55000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
587,25/11/2020 13:51:21,36,Male,Berlin,Researcher,4.0,4.0,Middle,C++,"Python, C/C++",40000.0,28.0,full-time,Temporary contract,English,up to 10,University,No
589,25/11/2020 13:54:19,30,Female,Berlin,Software Engineer,4.0,4.0,Middle,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",56000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
591,25/11/2020 13:56:50,32,Female,Berlin,QA Engineer,10.0,1.5,Middle,Java,Docker,68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
592,25/11/2020 13:57:19,34,Male,Berlin,QA Engineer,10.0,3.0,Senior,JS,"Python, Javascript / Typescript, AWS, Docker",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
594,25/11/2020 13:59:02,40,Male,Berlin,Engineering manager,15.0,6.0,Head,Python,"Python, SQL, Perl, AWS, Google Cloud, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
595,25/11/2020 13:59:16,35,Male,Berlin,Software Engineer,15.0,4.0,Principal,C++,"Python, Swift, Java / Scala",77000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
596,25/11/2020 14:00:05,31,Male,Berlin,Software Engineer,8.0,1.0,Senior,"Java, Kotlin","Kotlin, Java / Scala, AWS",77000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
597,25/11/2020 14:00:28,38,Male,Berlin,Data Scientist,15.0,3.0,Senior,Python,"Python, SQL, AWS",56000.0,21.0,full-time,Unlimited contract,English,11-50,Product,No
598,25/11/2020 14:02:47,39,Male,Hamburg,Data Scientist,10.0,10.0,Senior,R,"Python, R, SQL",80000.0,30.0,full-time,Unlimited contract,English,1000+,Energy ,No
599,25/11/2020 14:08:16,35,Male,Berlin,Backend Developer,13.0,5.0,Senior,Nodejs,"PHP, Javascript / Typescript",90000.0,31.0,full-time,Unlimited contract,English,up to 10,Startup,No
601,25/11/2020 14:08:39,29,Female,Berlin,Data Scientist,0.0,0.0,intern,Python,"Python, SQL, AWS, Google Cloud, Docker",20000.0,25.0,full-time,Temporary contract,English,1000+,Product,No
602,25/11/2020 14:08:48,36,Male,Berlin,Engineering Manager,18.0,10.0,Head,C++,"Python, Swift, Java / Scala",98000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
603,25/11/2020 14:09:53,41,Male,Berlin,Backend Developer,20.0,5.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",93000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
604,25/11/2020 14:14:02,41,Male,Berlin,Software Engineer,18.0,7.0,Lead,PHP,"SQL, Google Cloud, Kubernetes, Docker",100000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
605,25/11/2020 14:21:26,28,Female,Berlin,Data Scientist,6.0,1.0,Senior,sql,"Python, R, SQL",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
606,25/11/2020 14:21:32,33,Male,Berlin,Software Engineer,10.0,3.0,Lead,javascript,"Javascript / Typescript, AWS, Docker",75000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
607,25/11/2020 14:26:49,31,Male,Munich,Software Engineer,3.0,3.0,Middle,JavaScript ,"Javascript / Typescript, Java / Scala",63000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No
608,25/11/2020 14:27:14,29,Male,Berlin,Backend Developer,5.0,1.0,Senior,Java,"Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
610,25/11/2020 14:34:19,25,Male,Berlin,ML Engineer,4.5,2.0,Middle,"Spark, Pytorch",Python,75000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
611,25/11/2020 14:35:03,34,Male,Berlin,QA Engineer,10.0,5.0,Lead,Java,"Javascript / Typescript, SQL, AWS, Docker",85000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
612,25/11/2020 14:37:06,45,Male,Berlin,Backend Developer,30.0,1.0,Senior,PHP,"Javascript / Typescript, Go, AWS, Google Cloud, Docker",55000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
613,25/11/2020 14:37:07,37,Male,Berlin,Embedded Software Engineer,15.0,1.0,Senior,C/C++,"Python, C/C++",78000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
614,25/11/2020 14:37:25,31,Male,Berlin,Software Engineer,9.0,5.0,Lead,javascript,"AWS, Docker",99000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
615,25/11/2020 14:48:38,32,Male,Amsterdam,Backend Developer,15.0,0.0,Senior,Golang,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
617,25/11/2020 14:55:16,42,Male,Wroclaw,Software Engineer,16.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,java/scala/go/clouds/devops,"Java / Scala, Go, AWS, Google Cloud, Kubernetes, Docker",36000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
619,25/11/2020 14:56:36,36,Male,Berlin,Backend Developer,14.0,12.0,Middle,JS,Docker,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
620,25/11/2020 14:57:52,40,Male,Karlsruhe,Team Manager,20.0,6.0,Lead,C#,"Python, .NET, Azure, Kubernetes, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Enterprise,No
621,25/11/2020 14:58:22,28,Male,Berlin,Backend Developer,7.0,3.0,Senior,Java,"Ruby, Go, Perl",95000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
622,25/11/2020 14:58:40,35,Male,Frankfurt,Backend Developer,15.0,15.0,Senior,C,"Python, Javascript / Typescript, SQL, Docker",63000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No
623,25/11/2020 15:03:27,37,Male,Berlin,Backend Developer,12.0,3.0,Senior,Java,"Javascript / Typescript, Java / Scala, Google Cloud, Docker",102000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
624,25/11/2020 15:03:59,33,Male,Berlin,Software Engineer,10.0,6.0,Lead,C/C++,C/C++,95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
625,25/11/2020 15:05:30,33,Male,Berlin,Backend Developer,13.0,5.0,Senior,Java,"Java / Scala, SQL, Kubernetes, Docker",78600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
626,25/11/2020 15:11:46,31,Male,Munich,Software Engineer,10.0,4.0,Lead,Java ,"Python, Javascript / Typescript, AWS, Docker",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
627,25/11/2020 15:16:59,31,Male,Berlin,Software Engineer,4.0,2.0,Middle,Java,"Kotlin, Javascript / Typescript, Docker",67000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
628,25/11/2020 15:27:18,28,Male,Wolfsburg,Software Engineer,3.0,1.0,Middle,Java,SQL,42000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
629,25/11/2020 15:51:41,31,Male,Boeblingen,QA Engineer,6.0,3.0,Senior,Python,"Python, Squish",53000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
631,25/11/2020 16:06:56,25,Female,Frankfurt,Software Engineer,3.0,2.0,Middle,Java,"Javascript / Typescript, SQL",53000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
632,25/11/2020 16:08:01,35,Male,Berlin,Data Analyst,9.0,9.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,28.0,full-time,Unlimited contract,German,101-1000,Startup,No
633,25/11/2020 16:08:21,35,Male,Berlin,Software Engineer,15.0,10.0,Senior,.net,"C/C++, .NET, Go, Docker",80000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
634,25/11/2020 16:10:29,41,Male,Berlin,DevOps,20.0,14.0,Senior,"Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts","Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",58800.0,35.0,full-time,Unlimited contract,German,1000+,Bloody enterprise,No
635,25/11/2020 16:16:23,33,Male,Berlin,DevOps,8.0,3.0,Senior,AWS,"Python, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,1000+,service,No
636,25/11/2020 16:17:02,33,Male,Berlin,Data Engineer,13.0,3.0,Senior,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",85000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
637,25/11/2020 16:26:38,38,Male,Munich,Software Engineer,15.0,2.0,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No
638,25/11/2020 16:39:24,35,Male,Berlin,Software Engineer,10.0,6.0,Senior,php,"Python, PHP, Javascript / Typescript, SQL",78000.0,27.0,full-time,Unlimited contract,German,up to 10,Product,No
639,25/11/2020 16:42:43,36,Female,Berlin,Data Scientist,5.0,5.0,Senior,Python,"Python, Java / Scala, SQL, AWS",75000.0,28.0,part-time,Unlimited contract,English,51-100,Startup,No
640,25/11/2020 16:50:22,49,Male,Munich,Software Engineer,27.0,19.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, Docker, Groovy",57000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
